data_src,id,src_id,esbid,gsisplayerid,player,pos,team,seasonpts,site_season_pts,weekpts,site_pts,games,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,week,season
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,6,6.31,1,1.96,0.02,0.48,0.52,0.43,0.19,7,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,3,6.97,1,2.56,0.01,0.48,0.5,0.48,0.22,7,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,7,5.73,1,1.41,0.05,0.48,0.46,0.45,0.19,7,2018
NFL,11339,2535686,TAV164481,00-0028907,Giorgio Tavecchio,K,ATL,27,0,15,7.11,1,2.73,0.01,0.48,0.54,0.43,0.18,7,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,5,6.13,1,1.54,0.03,0.48,0.58,0.44,0.25,7,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,5,6.63,1,2.49,NA,0.48,0.48,0.42,0.26,7,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,13,7.5,1,2.82,0.07,0.48,0.55,0.46,0.25,7,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,2,6.62,1,2.18,NA,0.48,0.51,0.49,0.18,8,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,7,7.47,1,3.15,NA,0.48,0.55,0.41,0.14,8,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,7,7.16,1,2.6,0.06,0.48,0.54,0.44,0.22,8,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,6,8.22,1,3.12,0.01,0.48,0.51,0.7,0.22,8,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,4,6.57,1,1.98,NA,0.48,0.64,0.41,0.13,8,2018
NFL,11960,2550325,CAT093927,00-0030896,Chandler Catanzaro,K,CAR,84,70.19,8,7.08,1,2.22,NA,0.5,0.65,0.47,0.15,8,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,11,6.67,1,2.02,0.08,0.48,0.48,0.51,0.17,8,2018
NFL,3494,2500351,DAW705989,00-0004091,Phil Dawson,K,ARI,30,0,4,7.4,1,2.72,0.03,0.48,0.5,0.55,0.23,8,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,6,6.48,1,2.04,0.01,0.48,0.53,0.46,0.14,8,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,6,7.04,1,2.84,0.03,0.48,0.49,0.4,0.24,8,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,14,7.29,1,2.31,NA,0.48,0.69,0.49,0.18,8,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,13,7.14,1,2.73,0.05,0.48,0.51,0.43,0.19,8,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,7,6.08,1,1.7,0.05,0.48,0.51,0.42,0.27,8,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,8,6.39,1,1.89,NA,0.48,0.5,0.52,0.24,8,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,10,6.34,1,2.2,0.03,0.48,0.51,0.36,0.23,8,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,4,6.55,1,2.44,NA,0.48,0.49,0.4,0.23,8,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,6,5.56,1,1.27,NA,0.48,0.52,0.43,0.2,8,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,16,6.96,1,2.43,0.04,0.48,0.5,0.49,0.22,8,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,14,6.84,1,2.67,NA,0.48,0.48,0.43,0.27,8,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,5,6.73,1,2.2,NA,0.48,0.48,0.55,0.23,8,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,4,6.28,1,1.33,0.02,0.48,0.56,0.59,0.18,8,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,6,7.62,1,3.18,0.02,0.48,0.52,0.46,0.19,8,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,2,7.25,1,2.48,0.04,0.48,0.52,0.55,0.25,8,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,7,6.75,1,2.25,0.03,0.48,0.53,0.46,0.19,8,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,11,6.13,1,1.96,0.01,0.48,0.52,0.38,0.22,8,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,3,6.8,1,2.24,0.07,0.48,0.52,0.45,0.23,8,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,10,6.12,1,2.04,NA,0.48,0.49,0.39,0.18,8,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,7,8.61,1,2.88,0.06,0.48,0.69,0.68,0.26,8,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,6,7.44,1,2.91,NA,0.48,0.59,0.44,0.16,9,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,5,6.41,1,2.12,NA,0.48,0.52,0.43,0.17,9,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,7,7.34,1,3.05,0.04,0.48,0.5,0.41,0.2,9,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,3,6.56,1,2.09,0.04,0.48,0.6,0.37,0.16,9,2018
NFL,11960,2550325,CAT093927,00-0030896,Chandler Catanzaro,K,CAR,84,70.19,4,7.88,1,2.57,0.04,0.5,0.72,0.51,0.17,9,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,5,6.54,1,2.22,0.04,0.48,0.48,0.44,0.19,9,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,7,6.46,1,2.05,0.04,0.48,0.5,0.45,0.28,9,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,6,7.71,1,2.64,NA,0.48,0.71,0.5,0.19,9,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,7,7.06,1,2.83,0.03,0.48,0.49,0.41,0.25,9,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,10,6.49,1,2.11,NA,0.48,0.53,0.45,0.22,9,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,3,5.88,1,1.14,0.03,0.48,0.54,0.53,0.28,9,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,2,7.06,1,2.8,0.03,0.48,0.49,0.42,0.24,9,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,5,6.76,1,2.59,0.02,0.48,0.5,0.39,0.21,9,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,5,7,1,2.68,NA,0.48,0.5,0.46,0.15,9,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,11,6.91,1,2.53,0.04,0.48,0.51,0.43,0.26,9,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,2,6.87,1,2.55,NA,0.48,0.48,0.48,0.28,9,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,5,6.45,1,1.89,NA,0.48,0.49,0.55,0.33,9,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,8,7.01,1,2,0.01,0.48,0.67,0.51,0.18,9,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,11,7.09,1,2.83,0.03,0.48,0.49,0.42,0.21,9,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,9,7.23,1,2.25,0.03,0.48,0.54,0.61,0.25,9,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,7,7.34,1,2.87,0.05,0.48,0.53,0.43,0.19,9,2018
NFL,11384,2539637,STU678742,00-0030390,Caleb Sturgis,K,,36,0,1,6.98,1,2.15,0.02,0.48,0.56,0.55,0.16,9,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,4,5.93,1,1.49,0.02,0.48,0.53,0.45,0.26,9,2018
NFL,11339,2535686,TAV164481,00-0028907,Giorgio Tavecchio,K,ATL,27,0,8,6.6,1,2.37,0.01,0.48,0.55,0.37,0.21,9,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,10,6.97,1,2.41,0.01,0.48,0.55,0.48,0.23,9,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,11,7.32,1,2.13,0.02,0.48,0.65,0.58,0.28,9,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,8,6.94,1,2.32,NA,0.48,0.51,0.55,0.2,10,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,12,7.18,1,2.8,NA,0.48,0.54,0.44,0.16,10,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,2,6.63,1,2.37,0.02,0.48,0.49,0.43,0.25,10,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,8,7.74,1,3.24,0.1,0.48,0.51,0.41,0.21,10,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,6,7.16,1,2.03,0.03,0.48,0.7,0.5,0.14,10,2018
NFL,11960,2550325,CAT093927,00-0030896,Chandler Catanzaro,K,CAR,84,70.19,3,8.09,1,3.17,0.01,0.5,0.65,0.48,0.16,10,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,7,7.42,1,2.89,0.07,0.48,0.49,0.47,0.18,10,2018
NFL,3494,2500351,DAW705989,00-0004091,Phil Dawson,K,ARI,30,0,2,6.41,1,2.09,0.06,0.48,0.46,0.44,0.2,10,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,10,7.21,1,2.71,NA,0.48,0.58,0.44,0.19,10,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,3,6.57,1,1.89,NA,0.48,0.62,0.46,0.23,10,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,6,6.45,1,2.31,NA,0.48,0.48,0.42,0.25,10,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,13,6.94,1,2.5,0.03,0.48,0.53,0.44,0.24,10,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,13,6.37,1,1.6,0.04,0.48,0.52,0.55,0.27,10,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,10,6.76,1,2.65,0.01,0.48,0.47,0.41,0.22,10,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,7,5.88,1,1.68,0.06,0.48,0.46,0.4,0.22,10,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,4,6.44,1,2.3,NA,0.48,0.5,0.4,0.17,10,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,10,6.47,1,1.88,NA,0.48,0.55,0.5,0.35,10,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,15,7.31,1,3.02,0.03,0.48,0.51,0.41,0.24,10,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,9,6.24,1,2.04,NA,0.48,0.49,0.43,0.22,10,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,6,6.13,1,1.9,NA,0.48,0.5,0.43,0.23,10,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,2,6.96,1,2.64,0.04,0.48,0.48,0.44,0.2,10,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,6,5.89,1,1.42,0.03,0.48,0.47,0.51,0.21,10,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,9,6.47,1,2.12,NA,0.48,0.51,0.46,0.23,10,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,12,7.31,1,2.51,0.12,0.48,0.52,0.48,0.21,10,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,10,5.9,1,1.7,NA,0.48,0.49,0.43,0.23,10,2018
NFL,11339,2535686,TAV164481,00-0028907,Giorgio Tavecchio,K,ATL,27,0,4,6.88,1,2.53,0.03,0.48,0.54,0.4,0.19,10,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,3,6.65,1,2.57,NA,0.48,0.48,0.4,0.23,10,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,12,7.68,1,2.79,0.04,0.48,0.61,0.5,0.25,10,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,10,6.83,1,2.36,NA,0.48,0.49,0.52,0.2,11,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,6,6.04,1,1.81,0.02,0.48,0.49,0.42,0.15,11,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,2,6.81,1,2.58,NA,0.48,0.52,0.41,0.18,11,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,15,7.32,1,2.94,0.04,0.47,0.57,0.38,0.29,11,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,3,6.15,1,1.92,0.04,0.48,0.48,0.41,0.23,11,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,9,7.08,1,2.88,0.03,0.48,0.49,0.4,0.22,11,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,11,6.96,1,1.74,0.05,0.48,0.68,0.53,0.17,11,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,6,6.81,1,2.25,0.02,0.48,0.49,0.53,0.18,11,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,1,6.52,1,2.08,NA,0.48,0.57,0.43,0.23,11,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,13,6.83,1,2.63,NA,0.48,0.53,0.39,0.23,11,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,1,6.88,1,2.08,NA,0.48,0.61,0.51,0.25,11,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,3,7.05,1,2.88,0.03,0.48,0.48,0.4,0.24,11,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,9,7.01,1,2.6,0.11,0.48,0.45,0.43,0.22,11,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,10,6.26,1,2.03,0.05,0.48,0.46,0.42,0.28,11,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,12,7.24,1,3.01,0.02,0.48,0.5,0.41,0.25,11,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,12,7.14,1,3.09,NA,0.48,0.5,0.37,0.21,11,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,5,6.01,1,1.9,0.03,0.48,0.45,0.41,0.24,11,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,9,7.49,1,2.93,0.06,0.48,0.56,0.42,0.16,11,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,10,7.39,1,2.35,0.01,0.48,0.51,0.68,0.29,11,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,10,7.05,1,2.52,NA,0.48,0.55,0.48,0.22,11,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,5,6.66,1,2.37,0.06,0.48,0.53,0.36,0.2,11,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,4,6.16,1,1.9,0.01,0.48,0.5,0.43,0.23,11,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,12,7.25,1,2.57,0.04,0.48,0.54,0.5,0.21,11,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,8,6.34,1,2.32,NA,0.48,0.5,0.36,0.21,11,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,12,7.41,1,2.97,0.04,0.48,0.51,0.45,0.26,11,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,9,6.73,1,2.44,0.05,0.48,0.49,0.41,0.2,12,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,6,6.95,1,2.75,0.01,0.48,0.52,0.39,0.16,12,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,9.08,7.09,1,2.65,0.02,0.48,0.53,0.45,0.26,12,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,5,6.36,1,1.98,0.03,0.48,0.57,0.38,0.29,12,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,2,7.1,1,2.51,0.06,0.48,0.47,0.52,0.22,12,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,5,5.39,1,1.16,0.01,0.48,0.51,0.41,0.16,12,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,5,6.75,1,2.16,0.05,0.48,0.52,0.48,0.2,12,2018
NFL,3494,2500351,DAW705989,00-0004091,Phil Dawson,K,ARI,30,0,4,5.9,1,1.19,0.08,0.48,0.5,0.51,0.2,12,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,9,7.64,1,2.39,0.06,0.48,0.55,0.66,0.2,12,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,10,6.57,1,2.43,NA,0.48,0.51,0.39,0.21,12,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,9,7.31,1,2.69,NA,0.48,0.64,0.42,0.2,12,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,9,6.92,1,2.6,0.07,0.48,0.48,0.41,0.22,12,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,3,6.79,1,2.62,0.01,0.48,0.52,0.38,0.24,12,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,6,5.57,1,1.1,NA,0.48,0.51,0.5,0.28,12,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,5,6.26,1,2.12,0.03,0.48,0.46,0.41,0.31,12,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,12,6.39,1,2.04,0.06,0.48,0.47,0.44,0.24,12,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,5,6.47,1,2.24,NA,0.48,0.56,0.37,0.18,12,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,3,5.94,1,1.62,0.11,0.48,0.45,0.4,0.27,12,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,7,8.06,1,3.86,NA,0.48,0.51,0.41,0.27,12,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,7,7.59,1,3.45,NA,0.48,0.51,0.39,0.21,12,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,6,6.58,1,2.47,0.03,0.48,0.46,0.4,0.34,12,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,9,5.62,1,1,0.07,0.48,0.5,0.49,0.23,12,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,5,6.88,1,2.32,0.04,0.48,0.56,0.44,0.18,12,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,4,6.69,1,2.07,0.05,0.48,0.45,0.56,0.31,12,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,12,6.54,1,2.07,0.03,0.48,0.53,0.45,0.21,12,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,6,6.48,1,2.07,0.02,0.48,0.48,0.49,0.25,12,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,9,6.95,1,2.75,NA,0.48,0.51,0.41,0.18,12,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,5,6.44,1,1.85,0.06,0.48,0.47,0.52,0.23,12,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,10,7.01,1,2.6,NA,0.48,0.57,0.42,0.23,12,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,9,7.53,1,3.45,0.01,0.48,0.51,0.36,0.22,12,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,5,6.21,1,1.92,0.02,0.48,0.48,0.45,0.2,13,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,4,6.13,1,1.48,0.04,0.48,0.56,0.47,0.15,13,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,6,6.8,1,2.69,NA,0.48,0.49,0.4,0.18,13,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,4,6.49,1,2.14,0.04,0.48,0.53,0.4,0.25,13,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,4,6.89,1,2.36,0.09,0.48,0.48,0.46,0.18,13,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,12,6.96,1,3,0.03,0.48,0.46,0.35,0.2,13,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,11,6.32,1,2.27,NA,0.48,0.48,0.39,0.17,13,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,5,7.03,1,2.26,0.04,0.47,0.6,0.48,0.13,13,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,8,6.89,1,2.66,0.01,0.48,0.5,0.42,0.21,13,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,19,7.19,1,3.11,NA,0.48,0.51,0.37,0.22,13,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,5,6.14,1,2.24,NA,0.48,0.48,0.34,0.17,13,2018
NFL,13347,2558178,GON750924,00-0033862,Zane Gonzalez,K,ARI,39,31.78,8,6.41,1,1.58,0.07,0.48,0.56,0.5,0.11,13,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,6,7.3,1,3.1,0.04,0.48,0.47,0.41,0.22,13,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,4,6.74,1,2.33,NA,0.48,0.53,0.46,0.23,13,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,3,6.1,1,1.63,0.01,0.48,0.52,0.48,0.26,13,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,7,5.63,1,1.49,0.06,0.48,0.48,0.36,0.25,13,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,7,6.85,1,2.47,0.02,0.47,0.52,0.45,0.23,13,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,1,6.81,1,2.4,0.01,0.47,0.55,0.44,0.21,13,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,6,5.13,1,1.08,0.02,0.48,0.47,0.38,0.21,13,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,4,7.69,1,3.37,0.04,0.48,0.5,0.42,0.28,13,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,7,6.96,1,2.85,NA,0.48,0.5,0.39,0.2,13,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,6,6.71,1,2.57,0.01,0.48,0.48,0.41,0.22,13,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,18,5.39,1,0.77,0.06,0.48,0.5,0.5,0.26,13,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,9,6.11,1,1.97,0.03,0.48,0.5,0.37,0.16,13,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,10,7.1,1,2.21,0.04,0.48,0.47,0.64,0.31,13,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,14,6.5,1,2.09,0.02,0.48,0.57,0.4,0.22,13,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,3,7.1,1,2.39,0.1,0.47,0.5,0.5,0.2,13,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,6,6.68,1,2.63,NA,0.48,0.54,0.33,0.16,13,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,8,6.59,1,2.12,0.07,0.48,0.51,0.43,0.22,13,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,14,6.58,1,2.05,0.01,0.48,0.58,0.44,0.23,13,2018
