data_src,id,src_id,player,pos,team,seasonpts,site_season_pts,weekpts,site_pts,games,dst_sacks,dst_int,dst_fum_rec,dst_safety,dst_td,dst_blk,dst_ret_td,dst_pts_allowed,week,season
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,2,6.54,1,2.7,0.86,0.64,0.06,0.09,0.07,0.03,19.13,15,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,10,7.17,1,2.63,1.14,0.73,0.04,0.1,0.07,0.02,20.51,15,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,5,5.98,1,2.66,0.77,0.53,0.06,0.1,0.1,NA,22.75,15,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,2,7.03,1,2.89,0.95,0.73,0.03,0.11,0.09,0.01,21.11,15,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,3,6.24,1,2.18,1.11,0.61,0.04,0.09,0.08,NA,26.38,15,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,12,5.61,1,1.73,0.81,0.68,0.03,0.1,0.09,0.04,23.07,15,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,7,5.25,1,1.79,0.76,0.62,0.02,0.1,0.12,0.01,25.12,15,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,2,5.57,1,2.13,0.76,0.62,0.04,0.09,0.1,0.01,24.3,15,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,1,6.37,1,2.25,0.88,0.73,0.03,0.11,0.11,0.03,20.96,15,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,7,7.05,1,2.45,1.13,0.73,0.05,0.1,0.08,0.03,17.48,15,2018
NFL,0520,100032,Washington Redskins,DEF,WAS,120,98.72,14,6.99,1,3.31,0.89,0.57,0.05,0.11,0.08,NA,24.2,15,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,12,6.59,1,2.45,1.03,0.62,0.03,0.1,0.1,0.03,20.18,15,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,5,6.25,1,2.25,0.95,0.69,0.03,0.1,0.09,0.01,21.33,15,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,7,5.74,1,2.28,0.76,0.61,0.03,0.09,0.09,0.02,21.02,15,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,5,6.75,1,2.65,1.03,0.66,0.03,0.09,0.08,0.02,20.36,15,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,17,5.84,1,2.42,0.81,0.54,0.03,0.1,0.08,0.01,22.21,15,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,13,6.25,1,2.75,0.81,0.56,0.05,0.09,0.06,0.02,18.16,15,2018
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,8,5.68,1,2.06,0.83,0.65,0.03,0.09,0.09,0.01,24.01,16,2018
NFL,0521,100005,Chicago Bears,DEF,CHI,187,156.97,7,7.17,1,2.57,1.1,0.71,0.04,0.1,0.08,0.05,17.9,16,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,0,5.64,1,2.02,0.89,0.56,0.03,0.1,0.09,0.01,22.73,16,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,7,4.88,1,1.72,0.72,0.57,0.02,0.09,0.06,NA,26.32,16,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,1,6.77,1,2.51,0.95,0.7,0.03,0.11,0.12,0.04,16.93,16,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,4,6.31,1,2.53,0.82,0.68,0.06,0.1,0.1,0.01,20.65,16,2018
NFL,0525,100031,Tampa Bay Buccaneers,DEF,TB,68,75.07,1,6.33,1,2.79,0.76,0.7,0.04,0.09,0.07,NA,26.96,16,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,3,5.8,1,2.18,0.75,0.67,0.03,0.11,0.07,0.01,26.57,16,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,6,6.91,1,2.77,0.94,0.7,0.04,0.1,0.07,0.03,22.1,16,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,-1,6.5,1,2.72,0.87,0.64,0.05,0.09,0.08,0.02,22.91,16,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,2,6.17,1,2.51,0.93,0.55,0.05,0.09,0.09,0.01,19.39,16,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,14,6.69,1,2.41,1.07,0.67,0.04,0.1,0.07,0.02,20.16,16,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,12,6.83,1,3.23,0.88,0.48,0.08,0.11,0.1,0.01,20.69,16,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,5,6.43,1,2.95,0.8,0.54,0.07,0.09,0.08,0.02,21.12,16,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,14,6.37,1,2.57,0.95,0.61,0.04,0.1,0.09,NA,23.3,16,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,2,5.5,1,1.72,0.86,0.71,0.02,0.1,0.08,NA,26.15,16,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,17,6.28,1,2.8,0.78,0.62,0.04,0.09,0.07,0.01,20.86,16,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,8,5.69,1,2.23,0.77,0.58,0.05,0.1,0.11,0.01,22.18,16,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,2,5.86,1,2.16,0.84,0.67,0.04,0.09,0.07,0.01,21.06,16,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,-2,6.59,1,2.17,1.19,0.67,0.02,0.09,0.09,0.02,20.76,16,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,5,6.19,1,2.21,0.9,0.69,0.04,0.1,0.07,0.02,21.18,16,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,10,7.27,1,2.91,1.08,0.69,0.05,0.1,0.1,0.02,17.31,16,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,12,5.39,1,1.81,0.78,0.56,0.03,0.1,0.09,0.04,22.5,16,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,8,7.84,1,3.04,1.31,0.62,0.05,0.12,0.11,0.02,17.54,16,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,20,5.96,1,2.18,0.86,0.67,0.03,0.1,0.07,0.01,21.87,16,2018
NFL,0520,100032,Washington Redskins,DEF,WAS,120,98.72,4,6.26,1,2.74,0.82,0.6,0.04,0.1,0.07,NA,24.59,16,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,6,5.78,1,2.04,0.88,0.6,0.03,0.1,0.11,0.02,19.87,16,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,4,5.35,1,1.89,0.73,0.64,0.03,0.09,0.08,0.02,21.62,16,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,3,5.86,1,2.16,0.85,0.67,0.03,0.1,0.1,NA,23.66,16,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,6,5.99,1,2.17,0.83,0.72,0.03,0.1,0.07,0.01,21.66,16,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,13,6.93,1,2.61,1.08,0.65,0.04,0.1,0.07,0.03,19.33,16,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,7,6.18,1,2.66,0.87,0.53,0.03,0.1,0.07,0.01,21.9,16,2018
