data_src,id,src_id,player,pos,team,seasonpts,site_season_pts,weekpts,site_pts,games,dst_sacks,dst_int,dst_fum_rec,dst_safety,dst_td,dst_blk,dst_ret_td,dst_pts_allowed,week,season
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,6,5.51,1,1.87,0.85,0.64,0.03,0.08,0.08,0.02,23.94,1,2018
NFL,0521,100005,Chicago Bears,DEF,CHI,187,156.97,14,6.36,1,2.58,0.89,0.58,0.03,0.1,0.07,0.03,23.27,1,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,12,7.33,1,2.55,1,0.91,0.03,0.1,0.07,0.05,25.14,1,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,0,6.29,1,2.09,0.96,0.66,0.03,0.13,0.08,0.02,21.22,1,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,12,6.97,1,2.63,1,0.61,0.05,0.14,0.07,0.03,21.01,1,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,16,5.53,1,1.47,0.92,0.72,0.03,0.09,0.08,0.03,24.38,1,2018
NFL,0525,100031,Tampa Bay Buccaneers,DEF,TB,68,75.07,7,5.26,1,1.52,0.89,0.58,0.04,0.09,0.05,0.03,27.45,1,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,5,6.14,1,2.28,0.88,0.6,0.03,0.11,0.06,0.03,22.64,1,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,-3,6.66,1,2.26,1.03,0.69,0.03,0.12,0.07,0.03,23.96,1,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,10,5.96,1,1.84,1.06,0.61,0.03,0.09,0.06,0.03,24.01,1,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,5,6.5,1,2.44,0.92,0.69,0.03,0.1,0.07,0.03,19.68,1,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,6,6.56,1,2.54,0.93,0.63,0.03,0.1,0.07,0.04,20.11,1,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,13,6.72,1,2.7,0.89,0.64,0.03,0.12,0.08,0.03,21.4,1,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,10,6.16,1,1.98,0.98,0.64,0.05,0.1,0.07,0.04,22.12,1,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,7,6.3,1,2.04,0.95,0.7,0.03,0.13,0.08,0.02,21.35,1,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,4,6.18,1,1.56,0.96,0.92,0.04,0.11,0.08,0.02,22.89,1,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,13,6.9,1,2.14,1.06,0.77,0.04,0.14,0.06,0.03,16.04,1,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,26,6.62,1,2.44,1.02,0.58,0.04,0.12,0.07,0.03,23.32,1,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,8,6.9,1,2.54,1.02,0.62,0.03,0.14,0.07,0.03,19.53,1,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,7,7.33,1,2.81,1.05,0.73,0.03,0.11,0.07,0.04,21.42,1,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,12,6.89,1,2.63,1.01,0.66,0.04,0.11,0.07,0.03,22.54,1,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,8,7.51,1,2.91,1.07,0.71,0.04,0.13,0.08,0.03,18.24,1,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,1,5.69,1,1.93,0.86,0.63,0.03,0.09,0.07,0.03,26.61,1,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,17,5.96,1,1.7,1.01,0.6,0.04,0.13,0.08,0.03,18.75,1,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,17,7.88,1,2.68,1.19,0.71,0.04,0.17,0.1,0.05,18.04,1,2018
NFL,0520,100032,Washington Redskins,DEF,WAS,120,98.72,13,7.24,1,2.82,1.02,0.67,0.04,0.13,0.06,0.03,20.31,1,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,-4,6.2,1,1.82,1.05,0.62,0.04,0.13,0.08,0.03,18.22,1,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,7,6.06,1,2.06,0.93,0.62,0.03,0.11,0.06,0.03,21.24,1,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,9,6.81,1,2.85,0.89,0.67,0.03,0.09,0.08,0.04,18.85,1,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,8,5.36,1,1.7,0.77,0.64,0.03,0.08,0.06,0.05,28.23,1,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,11,6.87,1,2.49,1.04,0.69,0.04,0.11,0.06,0.03,20.29,1,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,18,6.89,1,2.39,1.06,0.62,0.03,0.14,0.07,0.04,19.59,1,2018
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,4,5.66,1,2.06,0.79,0.61,0.04,0.1,0.09,0.02,19.48,2,2018
NFL,0521,100005,Chicago Bears,DEF,CHI,187,156.97,17,6.95,1,2.69,0.78,0.66,0.06,0.13,0.08,0.08,21.21,2,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,10,5.75,1,1.89,0.88,0.69,0.03,0.1,0.08,0.01,24.64,2,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,1,5.42,1,1.78,0.74,0.66,0.03,0.1,0.08,0.03,24.95,2,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,2,5.76,1,1.84,0.87,0.64,0.03,0.1,0.09,0.04,19.67,2,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,7,5.06,1,1.76,0.62,0.67,0.03,0.11,0.08,NA,27.22,2,2018
NFL,0525,100031,Tampa Bay Buccaneers,DEF,TB,68,75.07,7,5.47,1,1.83,0.63,0.71,0.03,0.13,0.09,0.02,25.62,2,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,3,5.57,1,2.37,0.65,0.61,0.04,0.1,0.07,NA,25.46,2,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,10,7.04,1,2.68,1.14,0.64,0.04,0.1,0.06,0.02,19.94,2,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,-3,5.27,1,1.85,0.76,0.6,0.02,0.09,0.09,0.02,24.69,2,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,9,5.02,1,1.76,0.63,0.62,0.02,0.11,0.1,0.01,24.94,2,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,12,5.56,1,1.9,0.92,0.55,0.03,0.1,0.07,0.01,19.86,2,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,13,6.05,1,2.45,0.99,0.47,0.04,0.1,0.11,NA,23.86,2,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,6,6.36,1,1.98,1.16,0.64,0.03,0.11,0.09,0.01,20.06,2,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,4,6.5,1,2.38,0.94,0.71,0.05,0.1,0.07,0.02,20.29,2,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,1,5.86,1,2.12,0.93,0.58,0.03,0.1,0.07,0.01,25.65,2,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,5,5.92,1,2,0.91,0.66,0.03,0.1,0.08,0.02,21.74,2,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,9,6.36,1,2.16,1,0.69,0.05,0.1,0.08,0.02,19.34,2,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,5,5.78,1,1.9,0.86,0.67,0.02,0.11,0.11,0.02,23.1,2,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,9,6.14,1,2.26,0.94,0.65,0.05,0.09,0.07,0.01,24.44,2,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,1,5.74,1,2.14,0.8,0.64,0.03,0.1,0.08,0.01,21.91,2,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,3,5.78,1,2.08,0.83,0.7,0.02,0.09,0.08,0.01,22.47,2,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,4,5.23,1,1.71,0.82,0.62,0.02,0.1,0.08,NA,24.72,2,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,13,6.31,1,2.25,0.91,0.69,0.04,0.1,0.12,0.03,17.38,2,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,-1,6.26,1,2.38,0.96,0.62,0.03,0.1,0.09,0.01,18.94,2,2018
NFL,0520,100032,Washington Redskins,DEF,WAS,120,98.72,5,5.85,1,2.03,1.02,0.56,0.03,0.09,0.07,0.01,18.6,2,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,6,6.68,1,2.78,0.94,0.59,0.06,0.09,0.08,0.03,17.37,2,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,7,6.65,1,2.37,0.95,0.74,0.03,0.1,0.09,0.04,20.65,2,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,1,6.42,1,2.72,0.81,0.67,0.04,0.09,0.1,0.02,19.98,2,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,2,6.27,1,2.47,0.91,0.66,0.03,0.1,0.08,NA,22.6,2,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,7,7,1,2.62,1.13,0.62,0.05,0.1,0.06,0.03,19.79,2,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,3,6.31,1,2.39,0.99,0.57,0.04,0.1,0.06,0.02,19.9,2,2018
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,-2,5.43,1,1.89,0.73,0.71,0.03,0.1,0.07,NA,23.47,3,2018
NFL,0521,100005,Chicago Bears,DEF,CHI,187,156.97,13,6.65,1,2.49,0.88,0.64,0.05,0.11,0.09,0.06,20.71,3,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,0,6.07,1,2.29,0.9,0.66,0.03,0.1,0.09,NA,23.68,3,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,17,5.33,1,2.07,0.71,0.62,0.03,0.09,0.06,NA,28.87,3,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,2,5.77,1,1.99,0.84,0.7,0.02,0.09,0.1,0.02,27.97,3,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,9,6.5,1,2.64,0.86,0.69,0.05,0.1,0.1,0.01,21.63,3,2018
NFL,0525,100031,Tampa Bay Buccaneers,DEF,TB,68,75.07,5,5.35,1,1.79,0.64,0.66,0.03,0.11,0.09,0.04,24.38,3,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,8,6.42,1,2.72,0.75,0.72,0.05,0.09,0.08,0.02,21.84,3,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,1,5.64,1,2.2,0.78,0.6,0.04,0.1,0.07,NA,23.27,3,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,4,6.1,1,2.18,0.88,0.61,0.05,0.1,0.1,0.04,20.38,3,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,10,5.22,1,1.72,0.72,0.71,0.02,0.1,0.09,NA,27.8,3,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,2,6.24,1,2.54,0.88,0.66,0.04,0.08,0.06,0.01,21.79,3,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,8,5.25,1,1.65,0.91,0.47,0.03,0.11,0.1,0.02,18.17,3,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,3,6.29,1,2.07,1.08,0.63,0.04,0.1,0.1,0.02,17.1,3,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,-3,5.23,1,1.59,0.81,0.62,0.03,0.1,0.06,0.02,21.84,3,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,7,6.74,1,2.44,1.09,0.66,0.04,0.11,0.07,0.01,24.97,3,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,7,6.57,1,2.29,1.05,0.66,0.04,0.1,0.08,0.03,17.4,3,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,4,6.45,1,2.63,0.95,0.59,0.04,0.1,0.07,0.01,20.5,3,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,8,5.23,1,1.79,0.72,0.61,0.03,0.11,0.1,0.01,26.1,3,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,1,5.99,1,2.15,0.95,0.64,0.03,0.09,0.09,0.01,24.18,3,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,10,5.98,1,2.32,0.79,0.64,0.04,0.09,0.09,0.03,20.01,3,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,3,6.19,1,2.25,0.93,0.65,0.03,0.1,0.11,0.02,21.73,3,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,0,5.87,1,2.17,0.83,0.72,0.03,0.09,0.1,NA,23.64,3,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,12,5.88,1,1.84,0.89,0.71,0.03,0.1,0.11,0.03,19.25,3,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,6,5.99,1,2.01,1.01,0.56,0.03,0.1,0.07,0.03,17.31,3,2018
NFL,0520,100032,Washington Redskins,DEF,WAS,120,98.72,7,5.97,1,2.21,0.89,0.58,0.05,0.1,0.08,0.02,20.1,3,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,-1,5.8,1,2.1,0.83,0.69,0.03,0.1,0.07,NA,22.55,3,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,15,5.89,1,2.13,0.98,0.57,0.03,0.1,0.08,NA,19.34,3,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,17,6.39,1,2.23,0.99,0.62,0.02,0.11,0.09,0.04,22.32,3,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,4,6,1,2.36,0.85,0.58,0.03,0.1,0.08,0.02,20.69,3,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,12,5.15,1,1.85,0.71,0.64,0.03,0.09,0.06,NA,25.85,3,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,3,7.62,1,2.98,1.16,0.63,0.14,0.09,0.07,0.04,17.1,3,2018
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,8,5.07,1,1.63,0.68,0.72,0.02,0.09,0.09,0.01,24.51,4,2018
NFL,0521,100005,Chicago Bears,DEF,CHI,187,156.97,14,6.72,1,2.18,1.06,0.67,0.03,0.11,0.07,0.06,19.99,4,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,-1,5.55,1,1.97,0.82,0.65,0.02,0.1,0.07,NA,23.32,4,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,6,5.79,1,2.11,0.77,0.7,0.04,0.09,0.07,0.02,24,4,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,1,5.61,1,2.03,0.63,0.68,0.03,0.1,0.11,0.05,22.41,4,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,3,5.45,1,1.93,0.8,0.63,0.03,0.1,0.08,NA,22.09,4,2018
NFL,0525,100031,Tampa Bay Buccaneers,DEF,TB,68,75.07,-3,6.23,1,2.55,0.73,0.69,0.03,0.11,0.1,0.02,23.06,4,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,3,6.38,1,2.68,0.8,0.66,0.06,0.1,0.07,0.01,22.82,4,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,5,6.51,1,2.57,0.94,0.64,0.06,0.09,0.09,0.02,18.19,4,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,6,5.97,1,1.99,0.97,0.54,0.03,0.1,0.07,0.05,21.81,4,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,8,6.78,1,2.62,1.03,0.64,0.05,0.1,0.09,0.02,21.47,4,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,3,5.78,1,2.24,0.8,0.57,0.04,0.1,0.08,0.02,20.61,4,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,0,4.69,1,1.71,0.8,0.37,0.02,0.1,0.1,NA,25.36,4,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,5,6.27,1,2.21,1.07,0.6,0.03,0.1,0.09,0.01,20.32,4,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,1,6.03,1,2.15,0.87,0.68,0.03,0.1,0.07,0.02,20.71,4,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,0,4.92,1,1.52,0.71,0.63,0.03,0.1,0.07,0.01,25.03,4,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,9,6.98,1,2.68,1.03,0.65,0.05,0.1,0.09,0.04,17.29,4,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,7,5.19,1,1.83,0.72,0.63,0.03,0.1,0.07,NA,25.59,4,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,3,6.23,1,2.39,0.83,0.7,0.03,0.1,0.09,0.02,23.97,4,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,23,7.38,1,3.06,1.05,0.7,0.08,0.09,0.08,0.02,20.35,4,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,10,6.72,1,2.54,0.92,0.76,0.05,0.09,0.11,0.03,18.33,4,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,12,6.02,1,2.1,0.91,0.62,0.04,0.1,0.08,0.03,20.56,4,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,5,6.06,1,2.2,0.93,0.62,0.05,0.1,0.09,0.01,19.83,4,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,6,5.52,1,1.86,0.8,0.68,0.02,0.1,0.09,0.01,22.41,4,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,8,5.77,1,2.15,0.87,0.58,0.03,0.1,0.1,0.01,20.96,4,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,4,6.71,1,2.37,1.14,0.64,0.03,0.1,0.09,0.02,19.79,4,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,4,6.44,1,2.28,0.95,0.74,0.03,0.1,0.09,0.02,24.32,4,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,13,5.92,1,2.34,0.83,0.63,0.03,0.1,0.07,NA,22.95,4,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,6,5.97,1,2.15,0.82,0.7,0.03,0.1,0.07,0.02,24.26,4,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,-3,5.64,1,2.16,0.77,0.6,0.07,0.1,0.07,NA,24.59,4,2018
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,1,6.27,1,2.23,0.94,0.65,0.04,0.1,0.09,0.03,17.12,5,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,22,6.33,1,2.37,0.88,0.69,0.05,0.1,0.09,0.02,18.7,5,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,12,5.9,1,2.04,0.84,0.66,0.04,0.1,0.07,0.03,22.71,5,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,4,6.05,1,2.43,0.84,0.58,0.03,0.1,0.12,0.02,23.08,5,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,10,5.94,1,2.16,0.79,0.74,0.03,0.1,0.09,0.01,26.73,5,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,21,6.53,1,2.67,0.88,0.71,0.04,0.1,0.08,NA,23.18,5,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,11,5.69,1,1.77,0.97,0.57,0.03,0.1,0.07,0.03,18.09,5,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,22,5.51,1,1.91,0.69,0.66,0.03,0.1,0.07,0.04,23.7,5,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,0,4.9,1,1.76,0.68,0.57,0.02,0.1,0.09,NA,27.5,5,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,6,6.87,1,2.89,1.01,0.61,0.04,0.1,0.07,0.01,21.34,5,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,11,5.35,1,1.91,0.9,0.46,0.03,0.11,0.1,NA,23.4,5,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,4,6.13,1,2.13,0.91,0.65,0.05,0.1,0.08,0.03,20.49,5,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,-2,5.27,1,1.77,0.71,0.69,0.02,0.1,0.09,0.01,25.39,5,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,5,5.69,1,2.15,0.78,0.63,0.03,0.09,0.08,0.02,27.15,5,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,5,5.72,1,2.12,0.8,0.7,0.03,0.09,0.08,NA,21.26,5,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,7,5.89,1,1.95,0.98,0.6,0.03,0.1,0.08,0.02,20.18,5,2018
NFL,0522,100010,Detroit Lions,DEF,DET,100,83.59,10,5.79,1,2.03,0.79,0.69,0.04,0.09,0.1,0.03,22.23,5,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,2,6.06,1,2.18,1.03,0.56,0.02,0.09,0.1,0.02,24.82,5,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,12,6.06,1,2.2,0.91,0.62,0.04,0.1,0.1,0.02,18.69,5,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,7,6.13,1,2.09,0.98,0.65,0.03,0.11,0.09,0.01,18.45,5,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,1,4.94,1,1.52,0.72,0.67,0.02,0.1,0.08,NA,26.5,5,2018
NFL,0528,100017,Los Angeles Rams,DEF,LA,150,112.67,1,6.79,1,2.69,0.99,0.66,0.04,0.1,0.11,0.02,20.49,5,2018
NFL,0531,100002,Baltimore Ravens,DEF,BAL,132,83.28,11,7.26,1,2.54,1.22,0.68,0.04,0.12,0.07,0.02,18.16,5,2018
NFL,0520,100032,Washington Redskins,DEF,WAS,120,98.72,0,5.39,1,1.85,0.79,0.6,0.02,0.09,0.07,0.03,25.41,5,2018
NFL,0529,100022,New Orleans Saints,DEF,NO,108,108.99,8,6.12,1,2.26,0.75,0.64,0.03,0.1,0.09,0.07,19.72,5,2018
NFL,0515,100030,Seattle Seahawks,DEF,SEA,121,98.2,4,5.25,1,1.95,0.75,0.56,0.04,0.09,0.08,0.01,22.71,5,2018
NFL,0510,100027,Pittsburgh Steelers,DEF,PIT,110,100.71,15,6.06,1,2.3,0.84,0.65,0.03,0.1,0.09,0.02,20.89,5,2018
NFL,0532,100013,Houston Texans,DEF,HOU,146,118.41,7,6.37,1,2.75,0.75,0.71,0.05,0.09,0.07,0.01,21.7,5,2018
NFL,0508,100012,Tennessee Titans,DEF,TEN,119,79.41,7,7.48,1,3.32,0.96,0.67,0.06,0.11,0.07,0.02,20.33,5,2018
NFL,0524,100020,Minnesota Vikings,DEF,MIN,124,102.35,13,5.77,1,2.13,0.84,0.65,0.03,0.1,0.08,NA,25.78,5,2018
NFL,0530,100029,San Francisco 49ers,DEF,SF,58,64.35,2,5.69,1,1.95,0.79,0.63,0.03,0.1,0.09,0.04,23.71,6,2018
NFL,0521,100005,Chicago Bears,DEF,CHI,187,156.97,5,7.18,1,2.68,0.98,0.76,0.06,0.1,0.09,0.05,17.72,6,2018
NFL,0506,100006,Cincinnati Bengals,DEF,CIN,84,83.73,-1,5.22,1,1.8,0.66,0.66,0.03,0.11,0.09,0.01,23.04,6,2018
NFL,0501,100003,Buffalo Bills,DEF,BUF,107,86.39,14,6.66,1,2.64,0.95,0.69,0.04,0.1,0.08,0.01,25.51,6,2018
NFL,0511,100009,Denver Broncos,DEF,DEN,124,108.81,7,5.14,1,2.08,0.59,0.57,0.04,0.1,0.11,0.01,25.26,6,2018
NFL,0507,100007,Cleveland Browns,DEF,CLE,98,103.58,-1,5.48,1,2,0.69,0.75,0.03,0.09,0.08,NA,23.56,6,2018
NFL,0525,100031,Tampa Bay Buccaneers,DEF,TB,68,75.07,0,5.27,1,2.01,0.67,0.64,0.02,0.1,0.08,NA,25.54,6,2018
NFL,0519,100026,Arizona Cardinals,DEF,ARI,103,78.92,14,5.83,1,2.25,0.77,0.69,0.03,0.1,0.06,NA,26.82,6,2018
NFL,0514,100028,Los Angeles Chargers,DEF,LAC,112,87.2,10,6.61,1,2.49,1.01,0.62,0.04,0.1,0.07,0.03,20.2,6,2018
NFL,0512,100016,Kansas City Chiefs,DEF,KC,130,119.68,0,5.08,1,1.6,0.83,0.55,0.03,0.09,0.09,0.02,26.05,6,2018
NFL,0502,100014,Indianapolis Colts,DEF,IND,116,90.82,2,5.97,1,2.31,0.85,0.62,0.03,0.1,0.1,0.01,23.77,6,2018
NFL,0516,100008,Dallas Cowboys,DEF,DAL,98,80,11,5.82,1,2.08,0.79,0.69,0.03,0.1,0.06,0.02,22.63,6,2018
NFL,0503,100019,Miami Dolphins,DEF,MIA,116,108.51,7,6,1,2.28,0.78,0.55,0.05,0.11,0.12,0.05,22.05,6,2018
NFL,0518,100025,Philadelphia Eagles,DEF,PHI,97,79.19,10,6.01,1,2.11,0.93,0.66,0.03,0.1,0.1,0.01,19.98,6,2018
NFL,0526,100001,Atlanta Falcons,DEF,ATL,79,84.38,5,6.54,1,2.2,1.01,0.71,0.03,0.1,0.07,0.04,20.94,6,2018
NFL,0517,100023,New York Giants,DEF,NYG,84,90.39,0,5.48,1,1.94,0.75,0.65,0.04,0.1,0.09,0.01,26.36,6,2018
NFL,0509,100015,Jacksonville Jaguars,DEF,JAX,115,91.42,-1,6.72,1,2.74,0.94,0.71,0.04,0.09,0.07,0.01,21.51,6,2018
NFL,0505,100024,New York Jets,DEF,NYJ,103,106.85,13,5.72,1,1.88,0.91,0.62,0.03,0.1,0.08,0.02,21.17,6,2018
NFL,0523,100011,Green Bay Packers,DEF,GB,93,85.22,7,6.86,1,2.48,1.08,0.64,0.05,0.1,0.1,0.04,22.04,6,2018
NFL,0527,100004,Carolina Panthers,DEF,CAR,92,83.27,3,6.14,1,2.2,0.89,0.71,0.04,0.1,0.09,0.01,22.03,6,2018
NFL,0504,100021,New England Patriots,DEF,NE,135,88.54,0,5.63,1,1.87,0.82,0.7,0.03,0.09,0.09,0.02,20.29,6,2018
NFL,0513,100018,Oakland Raiders,DEF,OAK,45,61.81,3,6.12,1,2.38,0.81,0.68,0.05,0.1,0.09,0.01,22.22,6,2018
